id,category,matched_actions,scene_id,persona_id,query
N024,相机,查询天气状况；跳转到相机界面,extreme_weather_shooting_guard,freelance_creator,今天有大风预警还要外拍，做个拍摄安全小组件，提醒天气和电量，能直接开相机。
N025,相机,跳转到相机界面；跳转去导航,spot_shooting_return,frequent_business_traveler,到景点想拍完就回酒店，做个行程卡片，能一键开相机，拍完直接导航回去。
N026,相机,查询天气状况,weather_location_shooting_decision,urban_fashion_woman,周末想拍穿搭，帮我做个取景卡片，结合当前位置和天气告诉我适不适合拍。
N027,相机,查询天气状况；跳转到相机界面,weather_photo_prep,urban_fashion_woman,中午要拍探店照片，做个拍照小组件，先看紫外线和温度，再快速打开相机。
N028,相机,跳转到相机界面,shooting_battery_check,teacher_trainer,下午要录一节公开课，帮我做个拍摄卡片，确认电量够不够，点一下直接进相机。
N029,相机,跳转到备忘录；查询天气状况；跳转到相机界面,photo_trip_check,college_exam_student,社团周末出去拍片，做个出行小组件，把天气、拍摄清单和相机入口放一起。
N030,相机,查询天气状况；跳转到相机界面,extreme_weather_shooting_guard,car_commuter,自驾去郊外拍照，做个外拍卡片，看看有没有天气预警和手机发热，能直接开相机。
N031,位置,跳转去导航,current_location_navigation,delivery_ride_worker,刚送完一单有点绕，帮我做个当前位置卡片，点一下就能导航去下一个地方。
N032,位置,跳转去导航；拨打电话,arrival_contact_navigation,field_sales_worker,到客户附近了，做个到访卡片，看看我离目的地还有多远，快到时能直接打电话。
N033,位置,拨打电话,low_battery_safety_contact,new_parent,带孩子出门时手机快没电了，做个安全联络卡片，能看当前位置，也能快速给家里打电话。
N034,位置,查询天气状况,weather_location_shooting_decision,freelance_creator,临时换了外拍地点，帮我做个地点参考卡片，结合我现在的位置和天气判断能不能拍。
N035,位置,跳转去导航,current_location_navigation,car_commuter,停车场太大找不到出口，帮我做个位置小组件，确认我在哪，点一下开始导航。
N036,位置,跳转去导航；拨打电话,arrival_contact_navigation,frequent_business_traveler,刚落地要去见客户，做个赴约卡片，能看现在在哪，到附近后直接联系对方。
N037,位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,我一个人出门，手机又快没电了，帮我做个安全卡片，把位置和家人联系入口放在一起。
N038,位置,查询天气状况,weather_location_shooting_decision,urban_fashion_woman,周末想在附近拍照，做个取景小组件，看看我在哪、外面天气怎么样。
N039,位置,跳转去导航,current_location_navigation,short_trip_errand_user,临时来这边办事有点迷路，做个定位卡片，让我看到当前位置，点一下就能导航。
N040,位置,跳转去导航；拨打电话,arrival_contact_navigation,retired_senior,去医院复诊怕走错楼，帮我做个到院卡片，看看还有多远，找不到时能直接打电话。
N041,音乐,跳转音乐首页；跳转到每日30首和收藏页面,headset_music_shortcut,car_commuter,上车后不想再翻手机，帮我做个听歌卡片，看看耳机连上没，点一下进我收藏的歌单。
N042,音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,fitness_runner,跑步时不想来回切应用，做个运动音乐小组件，能看运动时间，也能直接进歌单。
N043,音乐,跳转音乐首页；跳转到每日30首和收藏页面；模式切换（免打扰、睡眠、学习）,music_focus_sleep,internet_overtime_worker,加班时想安静听点歌，帮我做个专注音乐卡片，能打开收藏歌单，也能顺手开免打扰。
N044,音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,college_exam_student,睡前想听会儿歌，做个晚安小组件，点一下进收藏歌单，也能检查明早的闹钟。
N045,音乐,跳转音乐首页；跳转到每日30首和收藏页面,headset_music_shortcut,fitness_runner,出门跑步前，帮我做个耳机音乐卡片，先看耳机有没有连上，然后直接进每日推荐。
N046,音乐,跳转音乐首页；模式切换（免打扰、睡眠、学习）,music_focus_sleep,office_worker,午休想听点轻松的，做个午休音乐卡片，能快速进音乐，也能顺手切到免打扰。
N047,导航,查询日程；跳转去导航,schedule_location_navigation,office_worker,下一场会在园区另一栋楼，帮我做个会议导航卡片，看到地点后能直接导航过去。
N048,导航,跳转到备忘录；跳转去导航,memo_location_navigation,novice_renter,周末要去看房，做个看房卡片，从备忘录找到地址，点一下就导航过去。
N049,导航,跳转去导航,current_location_navigation,frequent_business_traveler,刚出机场不熟路，帮我做个出行卡片，从当前位置直接导航去酒店。
N050,导航,跳转去导航；拨打电话,arrival_contact_navigation,field_sales_worker,去客户公司怕走错门，做个拜访小组件，能直接导航，快到时也能打电话。
N051,导航,跳转去导航；拨打电话；一键开启省电模式,low_battery_trip_guard,short_trip_errand_user,手机快没电了还得赶回家，做个返程卡片，能导航回家、联系家人，也能顺手开省电。
N052,导航,跳转到相机界面；跳转去导航,spot_shooting_return,freelance_creator,黄金时刻快到了，做个拍摄行程卡片，到点直接开相机，拍完一键导航返程。
N053,导航,查询日程；跳转去导航,schedule_location_navigation,teacher_trainer,下节课换到另一栋教学楼，做个上课卡片，看到教室后能直接导航。
N054,导航,跳转到备忘录；跳转去导航,memo_location_navigation,pet_owner,周末要带猫去打针，做个就诊卡片，从备忘录看地址和要带的东西，点一下开始导航。
N055,导航,跳转去导航,current_location_navigation,delivery_ride_worker,下一单在附近商场，帮我做个跑单卡片，从我现在的位置直接导航过去。
N056,导航,跳转去导航；拨打电话,arrival_contact_navigation,retired_senior,今天去新医院复诊，帮我做个出行卡片，能导航到门诊楼，必要时直接打电话问路。
N057,导航,跳转去导航；拨打电话；一键开启省电模式,low_battery_trip_guard,delivery_ride_worker,跑单跑到快没电，做个应急小组件，能导航回站点、联系队友，还能一键开省电。
N058,导航,跳转到相机界面；跳转去导航,spot_shooting_return,urban_fashion_woman,想去新开的展览拍照，做个探店卡片，到地方能快速开相机，结束后直接导航回家。
N059,系统设置,开启专注免打扰开关,driving_focus_mode,car_commuter,刚上车准备开高速，帮我做个驾驶模式卡片，点一下就开免打扰。
N060,系统设置,跳到设置健康使用设备页面,app_usage_overlimit,gen_z_student,最近刷短视频有点过头，做个用机时长卡片，看看今天用了多久，点一下去设置限制。
Q037,日历+天气,查询日程；查询天气状况,schedule_weather_prep,field_sales_worker,明早要去客户那儿开会，帮我做个出门卡片，把会议时间和当地天气放一起，让我提前知道该几点走。
Q038,日历+运动健康,查询日程；跳转运动健康首页,schedule_sport_readiness,fitness_runner,晚上约了跑步，帮我做个运动安排卡片，看看几点开始和我今天的状态，点一下能进运动健康。
Q041,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,gen_z_student,晚饭后要去健身房，帮我做个运动音乐卡片，能看锻炼时长，也能直接打开收藏歌单。
Q042,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,fitness_runner,周末骑车时不想来回切应用，帮我做个骑行音乐小组件，能看运动时间，点一下进常听歌单。
Q045,运动健康+闹钟,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,internet_overtime_worker,最近睡得有点晚，帮我做个睡眠闹钟卡片，看看昨晚睡了多久，点一下去调明早闹钟。
Q047,电池+导航,跳转去导航；一键开启省电模式,low_battery_trip_guard,delivery_ride_worker,手机电量不多了还得赶回家，帮我做个返程卡片，能直接导航回家，也能顺手开省电模式。
Q052,天气+相机,查询天气状况；跳转到相机界面,weather_photo_prep,freelance_creator,周末想去公园拍照，帮我做个外拍卡片，先看看天气和体感温度，点一下直接开相机。
Q060,音乐+闹钟,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,internet_overtime_worker,晚上想听点轻松的早点睡，帮我做个晚安音乐卡片，能进收藏歌单，也能打开明早的闹钟。
N061,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,想整一个音乐闹钟卡片，午休前想放点舒缓音乐，让我从卡片直接打开助眠音乐，另外让我快速确认闹钟有没有设好。
N062,日历+相机,查询日程；跳转日程；跳转到相机界面,spot_shooting_return,frequent_business_traveler,到点就得开拍，怕错过安排。帮我做个摄影安排卡片，让我看清今天还有什么安排，也能打开日程，另外让我从卡片直接进入相机，最好一眼就能看明白。
N063,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,new_parent,准备给房东打电话确认事情。我想要一个电话备忘卡片，把之前记下的注意事项带上，另外需要时能直接给对方打电话，信息简单点就行。
N064,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,帮我做个音乐闹钟卡片吧，午休前想放点舒缓音乐，让我睡前能快速进入常听歌单，另外显示最近的起床提醒，并能打开闹钟，信息简单点就行。
N065,运动健康+系统设置,跳转锻炼时长页；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,sport_focus_mode,gen_z_student,给我来个训练模式小组件，户外运动时不方便频繁看手机，显示今天的活动进度，点一下查看锻炼详情，同时让我能从卡片快速进入专注状态，最好一眼就能看明白。
N066,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,帮我做个助眠提醒卡片吧，晚上想听点轻松的早点睡，留一个舒缓音乐入口，准备休息时直接打开，同时把起床提醒和闹钟入口放在一起，最好一眼就能看明白。
N067,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,freelance_home_worker,最近想按计划把运动坚持下来。帮我做个锻炼清单卡片，把备忘标题和未完成事项放在一起，先看看今天的训练记录，再决定下一步，最好一眼就能看明白。
N068,电话+位置,拨打电话,low_battery_safety_contact,novice_driver,到陌生地方后需要尽快联系家人，想要一个报平安小组件，显示当前位置，方便家里人知道我在哪，另外让我能从卡片马上联系家里人，把最重要的放前面。
N069,日历+电话,查询日程；跳转日程；拨打电话,schedule_quick_contact,frequent_business_traveler,临时可能会晚到几分钟，给我做个安排确认卡片，把会议安排和具体时间放上去，点一下能核对日程，另外需要时能直接给对方打电话。
N070,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,弄个会议专注卡片，开部门例会前想先把状态调整好，显示临近会议的名称和时间，并留一个日程入口，再让我少点几步就能开启专注，操作尽量直接一点。
N071,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,给我做个取景小组件，在外面看到不错的取景点，让我一眼看到当前所在地点，再到地方后能快速打开相机，别让我来回切应用。
N072,电话+位置,拨打电话,low_battery_safety_contact,night_market_vendor,弄个安全联系卡片，晚上回去得晚，想先报个平安，显示我现在的位置，方便确认从哪里出发，另外把常用联系人和拨号入口放在一起，信息简单点就行。
N073,日历+天气,查询日程；跳转日程；查询天气状况,schedule_weather_prep,field_sales_worker,今天要去外面参加评审会。帮我做个行程天气卡片，把接下来的会议时间列出来，也保留日程入口，另外告诉我出门时是什么天气，有预警就提醒，最好一眼就能看明白。
N074,日历+导航,查询日程；跳转日程；跳转去导航,schedule_location_navigation,frequent_business_traveler,给我做个上班行程小组件，准备从家去公司赶下一场安排，先告诉我下一件事几点开始，并能进入日程，再点一下直接进入去公司的导航，把最重要的放前面。
N075,天气+电池,查询天气状况；跳转到电池设置页面,weather_battery_protect,night_market_vendor,下雨天要长时间用手机。做个出门状态卡片，先看看天气是不是适合按原计划出门，另外先看看手机还剩多少电，再决定后面的安排。
N076,闹钟+系统设置,跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,college_exam_student,想整一个晚间安排卡片，准备睡了，明早还有安排，把起床提醒和闹钟入口放在一起，同时保留睡眠模式切换，避免继续被消息打扰。
N077,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,mobile_gamer,准备做家务，想边听歌边收拾。给我来个音乐快捷卡片，显示左右耳机和耳机盒的电量情况，另外把常听歌单放上去，少翻几层页面，赶时间时也方便用。
N078,天气+相机,查询天气状况；跳转到相机界面,weather_photo_prep,short_trip_errand_user,帮我做个拍摄天气卡片，周末约了外拍，让我先看天气和温度，再决定是否出门，另外点一下就能开相机，别让我现场再找，信息简单点就行。
N079,电池+位置,跳转到电池设置页面,low_battery_safety_contact,night_market_vendor,做个电量定位卡片，跑单途中电量偏低，想先确认自己位置，告诉我剩余电量，点一下再看电池详情，同时把当前所在位置放上去，把最重要的放前面。
N080,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,走到陌生街区想随手拍一下，给我做个取景小组件，把出发位置和当前位置放在一起，另外让我少点几步就能进入相机，临时要用时别绕太多层。
N081,天气+位置,查询天气状况,weather_location_shooting_decision,night_market_vendor,来个当前位置天气卡片，准备在附近活动一会儿，把出发位置和当前位置放在一起，同时让我先看天气和温度，再决定是否出门，最好一眼就能看明白。
N082,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,college_exam_student,今天拍摄时间比较长，帮我做个拍摄续航卡片吧，显示剩余电量和充电状态，点一下能看电池详情，同时让我从卡片直接进入相机，信息简单点就行。
N083,电话+电池,跳转到电池设置页面；拨打电话,low_battery_safety_contact,car_commuter,想要一个电量电话卡片，晚上独自在外，手机续航有点悬，显示手机电量和是否在充电，同时让我不用翻通讯录就能联系家里，最好一眼就能看明白。
N084,日历+导航,查询日程；跳转日程；跳转去导航,schedule_location_navigation,field_sales_worker,下一项安排在公司，快到出发时间了，给我做个出发安排卡片，把明天的安排和提醒时间带上，同时让我少点几步就能导航到公司，最好一眼就能看明白。
N085,电话+电池,跳转到电池设置页面；拨打电话,low_battery_safety_contact,night_market_vendor,弄个电量电话卡片，晚上独自在外，手机续航有点悬，先看看手机还剩多少电，再决定后面的安排，另外需要帮助时能直接给家人打电话，操作尽量直接一点。
N086,导航+系统设置,跳转去导航；一键开启省电模式,low_battery_trip_guard,car_commuter,想要一个省电导航卡片，准备回家，想尽量少耗电，显示当前位置后可以马上导航回家，另外电量不够时能一键开启省电模式，临时要用时别绕太多层。
N087,天气+电池,查询天气状况；跳转到电池设置页面,weather_battery_protect,night_market_vendor,天气很冷，担心手机掉电快。来个设备保护小组件，显示最新天气，有预警时别漏掉，再告诉我剩余电量，点一下再看电池详情，把最重要的放前面。
N088,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,睡前不想继续刷手机。想整一个晚间音乐卡片，把晚间模式入口放在顺手的位置，另外把晚间常听的音乐放在顺手的位置，最好一眼就能看明白。
N089,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,午休前想放点舒缓音乐。帮我做个音乐闹钟卡片吧，留一个舒缓音乐入口，准备休息时直接打开，另外让我快速确认闹钟有没有设好，我想少点几下。
N090,电池+导航,跳转到电池设置页面；跳转去导航,low_battery_trip_guard,delivery_ride_worker,在外面忙了一天，电量已经偏低，做个续航导航小组件，让我一眼看到电量，必要时能打开电池设置，再让我少点几步就能导航回家。
N091,电池+导航,跳转到电池设置页面；跳转去导航,low_battery_trip_guard,car_commuter,想要一个低电量返程卡片，跑完最后一单准备返程，显示剩余电量和充电状态，点一下能看电池详情，另外让我少点几步就能导航回家。
N092,日历+相机,查询日程；跳转日程；跳转到相机界面,spot_shooting_return,college_exam_student,拍摄安排快到了。给我来个摄影安排卡片，把当天剩下的安排放上去，方便随时核对，另外到地方后能快速打开相机，别让我来回切应用。
N093,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,准备去公司见客户。给我做个出发联络小组件，让我从当前位置马上开始去公司导航，另外把联系人和拨号入口放在一起，信息简单点就行。
N094,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,memo_timed_reminder,young_chronic_medication_user,临时事情多，怕错过计时。想要一个定时待办小组件，把备忘里的待办和提醒时间带上，点一下能进备忘录，同时点一下能打开计时器查看剩余时间，把最重要的放前面。
N095,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,frequent_business_traveler,今天拍摄时间比较长，帮我做个开拍准备卡片，把电量状态放在最显眼的位置，也保留详情入口，另外让我少点几步就能进入相机，把最重要的放前面。
N096,天气+备忘录,跳转到备忘录；查询天气状况,trip_luggage_weather,household_stockpiler,想要一个出门准备卡片，出差前想把清单和天气一起过一遍，显示备忘里的重点项目和未完成项，再显示现在的天气、体感和预警信息，把最重要的放前面。
N097,相机+导航,跳转到相机界面；跳转去导航,spot_shooting_return,short_trip_errand_user,到地方要马上开拍，拍完就返程。帮我做个外拍导航小组件，留一个相机入口，到点就能开始拍，另外把回家路线入口放上去，别让我来回切应用。
N098,天气+位置,查询天气状况,weather_location_shooting_decision,delivery_ride_worker,准备在附近活动一会儿，做个当前位置天气卡片，显示我现在的位置，方便确认从哪里出发，再告诉我出门时是什么天气，有预警就提醒，赶时间时也方便用。
N099,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,想整一个音乐闹钟卡片，午休前想放点舒缓音乐，留一个舒缓音乐入口，准备休息时直接打开，另外让我快速确认闹钟有没有设好，赶时间时也方便用。
N100,天气+电话,查询天气状况；拨打电话,weather_care_contact,night_market_vendor,看到家那边天气不太好，弄个家人联络小组件，天气变差时给我一个明显提醒，另外保留一键联络，电量不多时少操作几步，临时要用时别绕太多层。
N101,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,freelance_creator,到现场后想直接开拍，给我做个拍摄续航卡片，把当前电量、充电状态和电池入口放在一起，同时到地方后能快速打开相机，最好一眼就能看明白。
N102,电池+导航,跳转到电池设置页面；跳转去导航,low_battery_trip_guard,field_sales_worker,想要一个低电量返程卡片，手机电量不多了还得赶回家，告诉我剩余电量，点一下再看电池详情，另外把回家路线入口放上去，我想少点几下。
N103,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,下一场项目同步会快开始了，做个日程专注卡片，把会议名称、开始时间和日程入口放在一起，另外把模式切换放在顺手的位置，最好一眼就能看明白。
N104,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,睡前不想继续刷手机，想整一个助眠小组件，准备休息时能直接切到睡眠模式，再留一个舒缓音乐入口，准备休息时直接打开，临时要用时别绕太多层。
N105,天气+电话,查询天气状况；拨打电话,weather_care_contact,frequent_business_traveler,天气突然变差，想问问家里情况，帮我做个天气联系卡片，把天气现象、体感和预警放在一起，同时留一个快速拨号入口，方便随时报平安，信息简单点就行。
N106,运动健康+系统设置,跳转锻炼时长页；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,sport_focus_mode,gen_z_student,进健身房后想专心练一会儿，帮我做个训练模式小组件吧，看看今天的运动状态和锻炼时长，点一下能看详情，另外开会或训练前可以直接打开免打扰，信息简单点就行。
N107,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,户外训练时间会比较长，给我来个运动续航卡片，让我先确认手机还有多少电，也能进入电池设置，同时显示步数、运动时间和消耗情况，别让我来回切应用。
N108,天气+电话,查询天气状况；拨打电话,weather_care_contact,field_sales_worker,帮我做个天气联系卡片，父母那边可能有大风降雨，先看看天气是不是适合按原计划出门，另外留一个快速拨号入口，方便随时报平安，临时要用时别绕太多层。
N109,电话+电池,跳转到电池设置页面；拨打电话,low_battery_safety_contact,night_market_vendor,出差路上电量偏低，来个电量电话卡片，显示手机电量和是否在充电，另外把家人联系方式放上去，点一下就能拨号，别让我来回切应用。
N110,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,young_chronic_medication_user,昨晚睡得有点晚，明早还得早起，帮我做个早起睡眠卡片，让我先看睡眠时长和状态，另外显示最近的起床提醒，并能打开闹钟，最好一眼就能看明白。
N111,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,在外面看到不错的取景点。帮我做个取景小组件，显示我此刻的位置，别让我手动再找，另外把相机入口放上去，适合时马上开拍，我想少点几下。
N112,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,准备开始运动，怕手机中途没电，给我来个运动续航卡片，把电量状态放在最显眼的位置，也保留详情入口，另外把运动时长和当前状态放上去，把最重要的放前面。
N113,日历+电话+导航,查询日程；跳转日程；跳转去导航；拨打电话,arrival_contact_navigation,field_sales_worker,下一场公司会议快到了，想把出发和联络放一起。想要一个会议出发卡片，让我先看清几点开什么会，点一下还能进日程，再让我少点几步就能导航到公司，同时把联系人和拨号入口放在一起，操作尽量直接一点。
N114,电话+电池,跳转到电池设置页面；拨打电话,low_battery_safety_contact,car_commuter,出差路上电量偏低，给我做个低电量联络卡片，让我一眼看到电量，必要时能打开电池设置，再让我不用翻通讯录就能联系家里。
N115,位置+导航,跳转去导航,current_location_navigation,novice_driver,晚上结束工作准备回去。想要一个返程小组件，显示我此刻的位置，别让我手动再找，同时点一下就能开始回家导航，信息简单点就行。
N116,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,准备进会议室，不想再被消息打断。弄个会议专注卡片，把接下来的会议时间列出来，也保留日程入口，再让我少点几步就能开启专注，我想少点几下。
N117,天气+电话,查询天气状况；拨打电话,weather_care_contact,frequent_business_traveler,家里人今天要出门。想要一个家人联络小组件，显示会不会下雨，有恶劣天气就标出来，同时让我能从卡片马上联系家里人，信息简单点就行。
N118,日历+天气,查询日程；跳转日程；查询天气状况,schedule_weather_prep,freelance_creator,帮我做个出门安排小组件，明早有个不能迟到的安排，让我一眼看到会议标题和时间，点一下查看详情，同时显示天气现象和体感，方便决定怎么准备，操作尽量直接一点。
N119,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,frequent_business_traveler,想要一个开拍准备卡片，出门拍摄前发现电量一般，先看看手机还剩多少电，再决定后面的安排，另外到地方后能快速打开相机，临时要用时别绕太多层。
N120,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,internet_overtime_worker,加班结束后脑子还停不下来。帮我做个晚安小组件，把收藏里的轻音乐入口放上去，再把明早的闹钟入口放上去，点一下能查看，别让我来回切应用。
N121,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,pet_fed_tracker,new_parent,晚上回家要核对宠物照护记录。麻烦做个宠物记录卡片，先看看今天的喂食备忘有没有完成，另外把计时器放在顺手的位置，别让我来回切应用。
N122,电话+位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,麻烦做个位置联络卡片，临时换了位置，准备和家里说一声，把当前所在位置放上去，同时把家人联系方式放上去，点一下就能拨号，把最重要的放前面。
N123,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,给我来个音乐闹钟卡片，午休前想放点舒缓音乐，让我睡前能快速进入常听歌单，另外让我看完安排后能直接去看闹钟，别让我来回切应用。
N124,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,gen_z_student,给我来个助眠提醒卡片，明早要早起，今晚想早点休息，让我睡前能快速进入常听歌单，同时把闹钟入口留出来，方便确认明早时间，最好一眼就能看明白。
N125,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,睡前不想继续刷手机，帮我做个晚间音乐卡片吧，让我从卡片快速进入睡眠模式，同时让我从卡片直接打开助眠音乐，把最重要的放前面。
N126,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,freelance_creator,马上要开始街拍，想要一个开拍准备卡片，显示剩余电量和充电状态，点一下能看电池详情，另外保留一个明显的拍摄入口，临时要用时别绕太多层。
N127,位置+导航,跳转去导航,current_location_navigation,novice_driver,忙完手上的事，不想再找当前位置，帮我做个返程小组件，把出发位置和当前位置放在一起，再从当前位置直接导航回家，信息简单点就行。
N128,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,freelance_home_worker,最近想按计划把运动坚持下来。给我做个锻炼清单卡片，把备忘标题和未完成事项放在一起，另外让我快速看运动数据和完成情况，我想少点几下。
N129,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,mobile_gamer,上车后不想再翻手机。给我来个音乐快捷卡片，让我一眼确认蓝牙耳机是否已连接，同时让我从卡片直接进入收藏音乐，赶时间时也方便用。
